sample	10p	10q	11p	11q	12p	12q	13q	14q	15q	16p	16q	17p	17q	18p	18q	19p	19q	1p	1q	20p	20q	21q	22q	2p	2q	3p	3q	4p	4q	5p	5q	6p	6q	7p	7q	8p	8q	9p	9q	Xp	Xq
GENIE-MSK-P-0009414-T01-IM5	0.0451	0.0229	0.0317	0.0317	0.0162	0.0162	0.0042	-0.012	0.0528	0.1078	0.1078	0.0103	0.0524	-0.0473	-0.0473	0.1804	0.1331	-0.0046	-0.0046	-0.0616	-0.0185	0.0256	0.1209	0.0428	-0.0188	-0.0046	-0.0207	-0.0434	-0.0434	0.016	0.016	-0.094	-0.0713	-0.0042	-0.015	-0.0177	-0.0177	-0.0127	-0.0127	-0.0736	-0.0736
GENIE-MSK-P-0009419-T01-IM5	0.0196	0.0196	0.0483	0.0483	0.0912	0.0685	0.0167	0.0527	0.0055	0.0544	0.0544	0.0512	0.0584	-0.0444	-0.0444	0.118	0.118	0.0722	0.0354	0.0352	0.0352	0.1448	0.087	0.0412	0.0412	0.0636	0.0636	-0.018	-0.018	0.0492	0.0492	0.0321	0.012	0.0449	0.0449	0.0166	0.0166	0.0178	0.0178	-0.099	-0.099
GENIE-MSK-P-0009426-T01-IM5	-0.0652	-0.0213	-0.1023	-0.106	-0.009	-0.0844	-0.003	-0.0727	-0.3455	0.1264	-0.1809	-0.0832	-0.0739	-0.3082	-0.3082	-0.0586	-0.0586	-0.0703	0.3599	-0.1747	-0.1605	-0.134	-0.117	0.1056	0.1056	0.1488	0.1706	-0.0414	-0.0188	0.0289	0.1807	0.0671	-0.2631	-0.0926	-0.0926	0.0747	0.0747	-0.3371	-0.337	-0.4077	-0.4013
GENIE-MSK-P-0009431-T01-IM5	0.0947	0.0947	-0.178	0.2479	0.0518	0.0518	-0.4002	0.2066	-0.2609	0.19	0.19	-0.1968	-0.2424	0.1599	0.1592	-0.0854	0.1537	-0.1468	-0.1071	0.0806	0.4929	-0.259	0.1907	-0.2619	0.1847	-0.2787	0.174	0.0647	-0.4056	-0.0648	0.1452	-0.0152	-0.0406	-0.0656	-0.1892	-0.2015	0.4036	-0.0485	-0.0639	-0.1379	-0.0218
GENIE-MSK-P-0009434-T01-IM5	-0.0041	-0.0041	-0.0088	-0.019	-0.002	0.0305	-0.0496	-0.0253	0.0558	-0.025	-0.025	-0.0823	0.1592	0.0655	0.0655	-0.0253	-0.0058	-0.0171	0.1077	-0.0953	-0.0727	0.0177	-0.025	0.0624	0.0835	0.146	0.146	-0.0056	-0.0056	-0.1169	-0.1169	-0.0576	-0.077	0.1726	0.1081	0.0323	0.0323	-0.1595	-0.1277	-0.3191	0.1234
GENIE-MSK-P-0009435-T01-IM5	-0.29	-0.2249	0.0029	-0.1784	-0.0255	-0.0262	-0.2759	-0.2041	-0.1216	0.0626	0.0626	0.0211	0.1548	-0.1678	-0.1678	0.0296	0.01	-0.2009	0.0396	-0.1459	0.1308	-0.1791	-0.0461	-0.1659	-0.1411	-0.0748	-0.1092	-0.0586	-0.104	0.3379	0.3058	0.4201	-0.284	0.1391	0.1457	-0.0148	-0.0148	-0.0741	-0.1419	0.0809	-0.1712
GENIE-MSK-P-0009451-T01-IM5	-0.6249	-0.6249	-0.0245	-0.0245	-0.0342	-0.0342	-0.0151	-0.0055	-0.1232	-0.0476	-0.0476	-0.0255	-0.0255	0.0161	0.0161	0.3766	0.3766	-0.0444	-0.0491	-0.0127	-0.0149	-0.043	3e-04	-0.0124	-0.0124	-0.0159	-0.0159	-0.0352	-0.0352	-0.0068	-0.0068	-0.0314	-0.0314	0.4187	0.4075	-0.0166	-0.0166	-0.2458	-0.0288	-0.1091	-0.1091
GENIE-MSK-P-0009453-T01-IM5	-0.5505	-0.5505	-0.095	-0.095	-0.1165	-0.3665	-0.1594	-0.0739	-0.0723	-0.0298	-0.0506	-0.0876	-0.0876	-0.1491	-0.1491	-0.0142	-0.0142	-0.1104	0.1617	-0.0977	-0.0977	-0.0761	-0.0361	-0.0808	-0.1377	-0.1087	-0.118	0.0231	-0.1384	-0.1082	-0.1082	-0.1494	-0.1494	0.2746	0.2388	-0.0743	-0.0743	-0.6214	-0.014	0.1192	0.2712
GENIE-MSK-P-0009469-T01-IM5	0.055	-0.0073	0.1871	0.1871	-0.076	0.0037	-0.2147	0.0822	-0.0939	0.0222	0.0222	-0.1587	0.2652	-0.2326	-0.2326	-0.0863	-0.0859	0.0836	0.1346	0.0632	0.0632	0.0825	0.4201	-0.1207	-0.176	-0.1774	-0.2194	-0.1308	-0.146	0.4982	-0.2226	0.2127	-0.2338	0.1148	-0.0405	-0.4248	0.4934	-0.3098	-0.2748	-0.1931	-0.0154
GENIE-MSK-P-0009473-T01-IM5	-0.025	-0.025	0.1143	0.1143	0.2301	0.1449	-0.0794	-0.0761	-5e-04	0.0669	-0.0277	0.0088	-0.0165	-0.149	-0.149	0.0311	0.0311	0.0325	0.0325	-0.0292	-0.0487	0.0234	0.1195	0.0488	0.0488	0.0416	0.0416	0.0237	0.0237	-0.0021	-0.01	0.1305	-0.1566	0.1396	0.0363	-0.0992	0.2235	0.0745	0.0745	-0.0352	-0.0352
GENIE-MSK-P-0009476-T01-IM5	-0.1884	0.1453	0.0743	0.0743	0.4568	0.0963	-0.2152	0.0501	0.046	0.1003	0.1003	-0.2145	0.1314	-0.1996	-0.1996	-0.1297	-0.1512	0.0792	0.0792	-0.0351	-0.0351	0.1174	0.0846	0.0317	0.0317	-0.0769	-0.0769	0.0565	0.0565	-0.0706	-0.0706	-0.079	-0.079	0.2126	-0.1798	-0.2574	0.1132	-0.2244	-0.2244	-0.0028	-0.0104
GENIE-MSK-P-0009483-T01-IM5	-0.0047	-0.0047	-0.0379	-0.0379	0.0016	0.0016	-0.0191	0.0336	-0.0401	-0.0568	-0.0568	0.0461	0.0968	-0.0246	-0.0246	-0.0411	-0.0411	0.0343	0.0343	-0.0455	-0.0455	-0.0072	-0.0473	0.0329	0.0329	-0.0117	-0.0117	-0.0018	-0.0018	-0.0158	-0.0158	-0.0091	-0.0091	0.1114	0.1114	-0.0239	-0.0239	-0.0187	-0.0187	-0.0084	-0.0084
GENIE-MSK-P-0009497-T01-IM5	0.0188	0.0188	-0.0119	-0.0119	0.0066	0.0066	-0.0075	0.0124	-0.0017	-0.0145	-0.0145	-0.012	-5e-04	-0.0037	-0.0037	0.0065	0.0065	0.0184	0.0125	0.0325	0.0306	0.0705	0.0408	-0.0071	-0.0071	0.0132	0.0132	-0.0203	-0.0203	0.0232	0.0232	-0.002	-0.002	-0.0021	-0.0036	-0.0116	-0.0116	-0.0054	-0.0054	-0.0739	-0.0739
GENIE-MSK-P-0009498-T01-IM5	0.0944	0.0944	-0.3139	-0.213	0.128	0.128	-0.312	0.1395	0.059	0.0761	-0.3474	-0.2235	0.2477	-0.0627	-0.3173	0.0688	0.0688	-0.0857	0.0699	0.0733	0.0733	0.0878	0.091	0.1181	0.1181	0.1044	0.1044	-0.2928	-0.2928	0.1076	0.103	0.1036	0.0381	0.1252	0.134	0.1314	0.1534	0.048	-0.3402	-0.1681	-0.1681
GENIE-MSK-P-0009499-T01-IM5	0.5926	-0.0996	-0.0215	-0.0215	0.1469	-9e-04	-0.0565	-0.0128	-0.0477	-0.0635	-0.0635	0.0128	0.0128	-0.0476	-0.0476	0.0167	0.0153	0.0103	0.1291	0.006	0.006	-0.0321	0.0685	-0.0234	-0.0312	0.0071	0.0071	-0.0537	-0.473	-0.0368	-0.0368	-0.2623	-0.0493	0.486	0.4932	0.4193	0.405	-0.925	0.0328	-0.0992	-0.0992
GENIE-MSK-P-0009501-T01-IM5	0.0023	0.0677	-0.1883	0.0986	0.006	0.006	-0.2958	-0.0352	-0.0402	0.416	0.416	-0.0629	-0.0629	-0.0479	-0.0479	0.092	0.092	-0.0253	-0.0177	0.3475	0.3475	-0.0249	0.2931	0.0466	0.0466	-0.041	0.1946	-0.1283	-0.1283	0.5526	-0.1345	0.0191	-0.0311	-0.06	-0.1353	0.1651	0.1651	-0.1233	-0.1035	0.0712	-0.0089
GENIE-MSK-P-0009505-T01-IM5	0.0643	0.0643	-0.0224	-0.0818	-0.0161	0.0592	-0.1727	-0.1342	-0.155	0.075	-0.1177	-0.119	0.4008	0.4539	-0.2519	-0.0986	-0.0986	-0.1327	0.5491	0.0692	0.0827	-0.0976	-0.1071	0.1511	0.0629	-0.0641	-0.0641	0.0542	-0.1617	-0.0481	-0.0481	-0.0853	-0.1696	-0.152	-0.152	-0.4304	0.2902	-0.1556	-0.1556	-0.3163	-0.3163
GENIE-MSK-P-0009517-T01-IM5	-0.2267	-0.2267	-0.1077	-0.1077	0.049	0.049	-0.0692	-0.2542	0.0989	0.0458	0.0458	-0.0167	-0.0167	-0.269	-0.269	0.0765	0.0454	0.0309	0.0309	0.0355	0.4599	0.0981	0.0697	-0.0194	-0.0194	-0.1427	-0.1427	-0.0345	-0.0345	0.1133	0.1133	-0.2278	-0.2375	0.2931	0.2931	-0.005	-0.005	-0.177	-0.177	0.0187	0.0187
GENIE-MSK-P-0009521-T01-IM5	-0.3828	-0.3828	0.0057	-0.027	0.0297	0.0468	-0.1679	0.0226	0.1303	0.1045	0.1034	-0.3986	0.4201	-0.0629	-0.0629	-0.386	0.3781	-0.1688	-0.0037	-0.0507	-0.0507	0.2507	-0.243	0.0093	-0.0171	-0.4221	0.0716	0.0814	-0.0039	0.067	0.067	0.015	0.0387	0.0868	0.0307	-0.0091	-0.0091	-0.4295	0.0943	-0.2481	-0.2481
GENIE-MSK-P-0009526-T01-IM5	0.0767	0.0841	-0.2128	0.1054	0.1796	0.1357	-0.3737	0.0937	-0.3154	0.0581	0.0288	-0.385	0.0285	0.0859	0.0859	0.2584	0.0797	-0.3847	0.1057	0.3506	-0.416	-0.3315	0.0689	0.1034	0.1096	-0.3064	0.591	-0.2406	0.1522	0.0804	-0.2585	0.1123	-0.0144	-0.2892	0.2995	-0.1889	0.2777	-0.3833	0.3	0.0307	0.0349
GENIE-MSK-P-0009527-T01-IM5	-0.4133	-0.46	-0.1077	-0.3378	-0.0533	-0.0533	0.2461	0.2046	0.2316	0.2067	0.2067	0.2987	0.3405	-0.4548	-0.4548	-0.0943	-0.1001	-0.0534	0.7416	0.2612	0.249	0.2873	0.2712	-0.0679	-0.0679	-0.3807	-0.0506	-0.066	-0.066	-0.0029	-0.0029	0.5242	-0.3361	0.4031	0.4031	0.2323	0.2323	-0.4406	-0.4406	-0.3188	-0.3188
GENIE-MSK-P-0009532-T01-IM5	0.0401	0.0401	0.0565	0.0565	0.0761	-0.007	-0.0659	-0.0148	0.0132	0.1474	-0.1007	0.1057	0.1057	-0.1666	-0.1666	0.2098	0.0674	0.0613	0.0613	-0.0192	0.0064	-0.0067	0.122	0.032	0.032	0.0458	0.0458	0.026	0.026	0.0902	0.0902	-0.0059	-0.0059	0.0397	-0.0163	0.0656	0.0656	0.0775	0.0775	-0.1278	-0.1278
GENIE-MSK-P-0009539-T01-IM5	0.0518	0.0315	0.0083	0.0083	-0.0028	-0.0028	-0.0013	-0.0204	0.0368	0.012	0.012	-0.0116	-0.0195	-0.0307	-0.0307	0.0813	0.0813	-0.0266	-0.0111	-3e-04	-3e-04	0.036	0.0367	0.0085	-0.0155	-0.0049	-0.0049	0.0287	0.0287	0.0334	0.0334	-0.067	-0.0205	0.0059	0.0059	-0.0073	-0.0073	0.0454	0.0454	-0.0086	-0.0086
GENIE-MSK-P-0009563-T01-IM5	-0.0256	-0.0256	-0.0159	-0.0437	0.557	-0.0177	0.3026	-0.0226	-0.0235	-0.1128	-0.2072	-0.0257	-0.0257	0.0202	-0.3722	-0.1579	0.0312	0.0616	0.1603	0.6265	0.6265	0.0278	-0.3988	0.2929	-0.0752	-0.0439	-0.0439	-0.078	-0.078	-0.017	-0.017	0.0103	0.1437	-0.0479	-0.0479	-0.3735	0.0035	-0.1833	0.0177	-0.1041	-0.1
GENIE-MSK-P-0009586-T01-IM5	0.1001	0.1001	0.1706	0.1706	-0.0325	-0.0833	-0.264	-0.1173	-0.244	0.1016	0.1016	-0.2406	0.3073	-0.2382	-0.2382	-0.1535	-0.1535	-0.299	0.1072	-0.2246	0.2172	0.0107	-0.2413	-0.036	-0.036	-0.0421	0.2359	0.0063	0.0063	-0.0585	0.08	0.1054	-0.2807	-0.0358	-0.0358	0.1517	0.1024	-0.2109	0.136	0.0465	0.0465
GENIE-MSK-P-0009588-T01-IM5	-0.0192	-0.0192	0.1104	0.0054	0.1822	0.1257	0.141	-0.1533	0.1643	0.114	0.1448	0.1691	0.1644	-0.1278	0.218	0.1401	0.1401	-0.0494	-0.0494	0.1927	0.1927	0.1972	0.1617	0.0182	0.1295	-0.1627	0.1388	0.146	0.2062	-0.0437	-0.0437	-0.338	-0.338	0.1675	0.1675	-0.0871	-0.0871	-0.0764	-0.0429	0.0222	0.0222
GENIE-MSK-P-0009638-T01-IM5	0.0252	0.0252	0.0429	0.0429	0.0149	0.0149	0.0105	0.0174	0.0661	-0.0113	-0.0113	0.0031	0.0031	-0.0202	-0.0202	-0.0743	-0.0395	0.063	0.063	0.0053	-0.0173	0.0468	0.0323	0.0071	0.0071	-0.0295	-0.0295	0.0176	0.0176	0.0629	0.0629	0.0887	0.0484	0.1553	-0.1055	0.0385	0.0385	-0.0861	-0.0861	-0.0428	-0.0428
GENIE-MSK-P-0009648-T01-IM5	-0.6132	-0.6537	-0.2509	-0.2509	-0.1186	0.1365	0.1057	-0.1587	0.1026	0.086	0.086	0.1395	0.1395	0.1164	0.1164	0.1089	0.1089	0.0436	0.0462	0.2383	0.4435	-0.1464	-0.2896	-0.187	-0.2363	0.0352	-0.3331	0.19	-0.4485	0.0754	-0.2001	0.5852	-0.6605	0.6561	0.6561	-1.0286	0.3158	-0.5128	-0.1783	0.0037	1e-04
GENIE-MSK-P-0009655-T01-IM5	-0.0811	-0.1328	-0.0117	-0.0117	-0.0532	-0.0426	-0.0695	0.1352	-0.0819	0.0233	0.0102	-0.0149	-0.0155	-0.08	-0.08	0.0806	0.1442	-0.099	-0.0039	0.044	0.044	0.0066	0.0443	0.1215	-0.0222	-0.1133	-0.1136	-0.0256	-0.0256	-0.0011	-0.0065	-0.1734	-0.1693	0.1194	0.0711	0.032	0.032	-0.1082	-0.0346	-0.0066	-0.0066
GENIE-MSK-P-0009660-T01-IM5	-0.009	-0.009	-0.1535	0.2943	0.2651	0.2811	-0.4105	0.0067	-0.0833	0.0613	0.0388	0.0885	0.2671	-0.4225	-0.4225	-0.1498	0.2769	0.0218	0.431	0.2509	0.2509	0.2816	0.2266	0.3079	0.2845	-0.2333	0.295	0.0968	0.0968	0.1261	-0.3504	0.2113	-0.3996	0.0275	-0.2187	0.0102	0.3408	-0.2568	-0.3384	-0.4081	-0.3414
GENIE-MSK-P-0009706-T01-IM5	-0.0043	-0.0043	0.0264	0.0264	0.0435	0.032	-0.0781	-0.0815	0.0264	0.0756	0.0756	0.0498	0.0328	-0.0321	-0.0321	0.1542	0.1542	-0.0197	0.0239	-0.015	-0.015	0.0674	0.1058	0.0129	0.0129	0.0178	0.0498	-0.0087	-0.0087	0.0772	0.0772	-0.0281	0.0018	-0.0177	-0.0177	0.0239	0.0239	-0.0391	-0.0391	-0.0548	-0.0548
GENIE-MSK-P-0009711-T01-IM5	-0.0644	-0.0644	-0.0048	-0.0048	0.0294	0.0294	0.026	-0.0077	0.0194	-0.0056	-0.0056	0.0479	0.0555	0.0065	0.0065	0.0042	0.0042	0.0519	0.0519	0.0108	0.0108	0.0624	-0.1111	0.0506	0.0506	0.0444	0.0444	0.0498	0.0498	0.0332	0.0332	0.0573	0.0573	0.1673	0.1572	0.0381	0.0381	-0.006	-0.006	-0.0546	-0.0603
GENIE-MSK-P-0009714-T01-IM5	-0.0376	-0.0376	-0.0421	-0.0589	0.1115	0.1121	-0.1633	0.1085	-0.0522	-0.0489	-0.0489	0.0159	0.0948	-0.0657	-0.0665	0.0211	0.0211	0.1412	0.1412	-0.0656	-0.0656	-0.0117	-0.0316	0.0267	0.0267	-0.0136	-0.0136	-0.0541	-0.0541	0.6189	-0.0474	0.0519	0.0518	0.0325	0.1295	0.1992	0.2286	-0.0463	-0.0463	-0.1153	0.0822
GENIE-MSK-P-0009717-T01-IM5	0.0233	0.017	-0.0015	-0.0015	0.0265	0.0265	-0.006	-0.1273	0.0135	0.0925	0.0925	-0.0183	0.021	-0.0415	-0.0415	0.1221	0.1119	0.0605	0.2657	-0.0312	-0.0312	0.0296	0.0788	0.024	-0.019	-0.3824	-0.0428	-0.0139	-0.021	0.3056	0.3056	-0.0941	-0.0698	-6e-04	0.0112	-0.0051	-0.0051	-0.0331	-0.0331	-0.0628	-0.0565
GENIE-MSK-P-0009727-T01-IM5	0.1496	-0.2982	0.0272	0.0567	0.0905	-0.2142	0.0373	-0.0575	-0.1917	-0.0993	0.0254	-0.3247	-0.2863	-0.209	-0.1159	0.0537	0.0484	0.0216	0.4059	-0.3179	-0.1198	0.229	0.0201	-0.0024	0.0186	0.0776	0.1486	-0.1836	0.125	0.0705	-0.2564	0.0362	-0.1031	-0.0558	0.057	0.0662	0.4369	0.0405	0.0213	-0.0871	-0.0934
GENIE-MSK-P-0009736-T01-IM5	-0.7184	-0.4874	0.0021	-0.0747	0.2149	0.009	0.2581	-0.1176	-0.0415	-0.1656	-0.1656	-0.0594	0.4109	-0.1385	-0.1385	-0.0873	-0.0873	-0.1263	0.3791	-0.1281	0.7828	-0.1518	0.1645	0.2329	0.4961	0.0442	0.0442	0.1795	-0.1153	0.2204	0.0022	0.1646	-0.589	0.078	0.3145	-0.1875	-0.119	-0.3059	-0.1141	0.0729	-0.2929
GENIE-MSK-P-0009743-T01-IM5	-0.1219	-0.1219	-0.2406	-0.0634	-0.0855	-0.0268	-0.1356	-0.1104	-0.1867	-0.1161	-0.2878	0.0081	0.2452	-0.0506	-0.1651	-0.0247	0.2974	0.1031	0.0018	0.1005	0.1005	0.1207	-0.016	0.0262	0.0262	-0.0647	-0.0647	-0.1287	-0.221	-0.1106	-0.1106	0.0159	-0.0031	0.0572	0.0099	-0.2501	0.0476	-0.1561	-0.1509	-0.0049	-0.0945
GENIE-MSK-P-0009747-T01-IM5	0.0043	0.0043	0.0121	0.0121	0.0129	0.0129	-0.0097	0.0105	-0.0026	-0.0186	-0.0186	-0.011	-0.011	-0.0175	-0.0175	0.0193	0.0193	0.0051	0.0051	0.0338	0.0338	0.05	0.1715	-0.0094	-0.0094	7e-04	7e-04	-0.0234	-0.0475	0.0554	0.0554	0.1019	0.0093	1e-04	-0.0013	0.0359	0.0359	0.0206	0.0206	-0.0867	-0.0867
GENIE-MSK-P-0009756-T01-IM5	0.0478	0.0478	0.0939	0.0939	0.1015	0.1015	0.0583	0.1034	0.0376	0.0323	0.0323	-0.0596	-0.0344	-0.2795	-0.2795	0.0761	0.1048	-0.1917	0.3453	0.1133	0.1072	0.1232	0.0999	0.0846	0.0846	-0.2503	-0.2503	-0.2767	0.0555	0.4555	-0.2036	0.0465	-0.2179	0.0904	0.0904	-0.2293	0.092	-0.1199	0.0259	-0.0223	-0.0223
GENIE-MSK-P-0009762-T01-IM5	0.2418	0.2418	-0.0326	-0.0326	0.1842	0.1842	-0.0149	-0.0283	0.0804	0.1393	0.1393	-0.0426	-0.0426	-0.0477	-0.0477	-0.1189	-0.1074	-0.1274	0.2752	-0.029	-0.029	-0.1066	-0.0235	0.0291	0.0291	-0.1114	-0.1114	0.1237	-0.0835	0.2816	-0.104	-0.0392	-0.0392	-0.0364	-0.0811	0.0681	0.0681	-0.0493	-0.0493	0.0592	0.0592
GENIE-MSK-P-0009764-T01-IM5	-0.1428	-0.1428	-0.1562	0.0468	-0.0634	-0.0937	-0.169	-0.0039	-0.1984	0.0052	-0.1577	-0.0797	0.1761	-0.1753	-0.1753	-0.2172	0.0238	0.0327	0.1357	-0.2381	0.2467	0.0784	-0.1363	0.1578	0.0099	-0.11	0.2338	0.0796	-0.0619	0.0454	-0.1262	0.0867	-0.1159	0.1272	0.2496	-0.2995	-0.001	-0.1373	-0.1409	-0.2733	0.0992
GENIE-MSK-P-0009788-T01-IM5	0.0453	0.0964	0.1237	0.1256	0.1983	0.1462	-0.4313	0.0786	-0.4081	0.2714	0.0441	0.0783	0.2497	0.1046	-0.4695	0.1529	-0.1379	-0.4531	0.3231	0.1041	0.0966	-0.414	-0.3686	0.1081	0.0213	0.0978	0.0975	0.0501	-0.1101	0.1231	0.1231	-0.0272	-9e-04	0.12	0.104	-0.3438	0.0053	0.3781	0.3781	-0.0179	-0.0179
GENIE-MSK-P-0009790-T01-IM5	-0.4996	-0.4996	0.0591	0.0591	0.0494	0.0494	-0.4132	0.0577	0.1144	0.0969	0.0969	0.0797	0.0701	0.0581	0.0125	0.1282	0.1329	-0.0276	-0.0069	0.0861	0.0861	0.0956	-0.4951	0.0481	0.0481	0.0531	0.0531	0.0729	0.0729	0.06	0.06	0.0104	0.0104	0.4854	0.4944	0.0332	0.0332	-0.234	0.1041	-0.0371	-0.0371
GENIE-MSK-P-0009830-T01-IM5	0.0677	0.0677	-0.0121	0.0016	0.0924	0.0924	0.0553	0.0559	0.0372	-2e-04	-2e-04	0.06	0.0353	-0.009	-0.009	0.0378	0.0378	0.0653	0.0963	0.0442	0.1225	0.1084	0.0929	0.0673	0.0673	0.0546	0.0527	0.016	0.016	0.0632	0.0632	0.0192	0.0175	0.0661	0.0661	0.0158	0.0158	0.0389	0.0389	-0.0986	-0.1053
GENIE-MSK-P-0009831-T01-IM5	0.024	0.024	-0.0512	-0.0512	0.0042	-0.0027	-0.025	-0.0077	-0.0359	9e-04	9e-04	-0.0175	-0.0175	-0.047	-0.047	0.0115	-0.0072	-0.0362	-0.0888	-0.0099	-0.0099	0.0533	-0.0084	-0.0149	-0.0149	-0.0037	-0.0037	0.0014	0.0014	0.001	0.001	0.3429	-0.3144	-0.0034	-0.0034	-0.053	0.7314	-0.0072	-0.0072	-0.0904	-0.0904
GENIE-MSK-P-0009833-T01-IM5	-0.0671	-0.0482	-0.1076	-0.1076	-0.0703	-0.0703	-0.0552	0.1174	-0.1783	-0.101	-0.1138	-0.2482	0.2576	-0.1635	-0.5263	-0.182	0.0684	0.0366	0.1276	0.1026	0.1026	-0.0611	-0.1215	0.1345	0.1345	-0.3059	0.6806	0.1029	-0.0407	0.2373	-0.0916	-0.2323	-0.2323	0.2812	0.283	-0.3747	-0.0362	0.0683	0.0683	-0.063	-0.063
GENIE-MSK-P-0009846-T01-IM5	0.0732	0.0732	-0.0108	-0.0108	-0.0517	0.0368	0.3764	0.0896	0.0837	-0.1314	-0.1314	-0.0817	0.1002	0.0638	0.0638	0.0303	0.0303	-0.1235	-0.0234	0.3043	0.3043	-0.2513	0.1684	-0.0055	-0.0055	-0.0721	-0.0721	-0.4448	-0.4448	-0.0475	-0.0475	-0.213	-0.213	0.3359	0.3359	-0.2431	0.2183	0.0972	-0.1465	0.3613	0.1501
GENIE-MSK-P-0009898-T01-IM5	0.0493	-0.0763	-0.3568	-0.1739	-0.0782	-0.0019	0.0932	-0.1589	-0.1516	0.1206	0.1206	-0.7045	0.0865	-0.1914	-0.1914	-0.0836	-0.0777	0.039	0.0479	0.1573	0.1573	-0.3712	0.6296	-0.0909	-0.0909	-0.1337	0.6334	0.0338	0.0338	-0.1941	-0.1941	-0.0508	-0.0655	-0.1215	0.3048	-0.1459	0.0493	-0.4153	-0.4153	0.2448	-0.1081
GENIE-MSK-P-0009906-T01-IM5	0.0432	0.0432	-0.0331	-0.0331	0.014	0.014	0.0027	-0.1103	-0.0231	0.1602	0.1602	0.0222	0.0222	-0.1281	-0.1308	0.1105	0.1105	-0.0091	-0.0091	0.1198	0.1198	0.1715	-0.0252	0.0202	0.0202	-0.0188	-0.0188	-0.0114	-0.0114	0.2567	0.2567	4e-04	4e-04	0.1788	0.1788	0.0081	0.0081	-0.1787	-0.1787	-0.112	-0.112
GENIE-MSK-P-0009910-T01-IM5	-0.1381	-0.1381	-0.5901	-0.5051	-0.3205	0.2824	0.2062	-0.1561	-0.1614	-0.2082	-0.242	0.1887	0.1887	-0.5454	-0.4553	-0.1989	-0.0199	-0.0814	-0.1691	-0.1482	0.3802	0.1624	-0.0885	-0.1543	-0.4143	0.1888	0.1888	0.1604	-0.1756	-0.1285	-0.1285	-0.1613	-0.1613	0.1033	0.1033	-0.4461	0.5941	-0.1802	0.0028	0.3022	-0.0068
GENIE-MSK-P-0009915-T01-IM5	0.3392	0.067	0.0199	0.0475	0.0555	0.0555	-0.5193	0.0774	0.053	0.0375	0.0375	-0.4766	0.0396	0.3112	-0.349	0.0302	0.0822	-0.0505	0.0666	0.0698	0.0549	0.1454	0.1329	0.0434	0.0434	-0.5172	0.6108	-0.3704	0.0083	0.0909	-0.3611	0.0275	0.0625	0.0399	0.0395	-0.2998	0.3419	-0.3584	0.4304	-0.0552	-0.0505
GENIE-MSK-P-0009918-T01-IM5	0.0221	0.0179	-0.0032	-0.0032	0.0407	0.0407	-0.0327	-0.0356	0.0077	0.1246	0.1246	0.0122	0.0432	-0.0994	-0.1	0.1977	0.2077	-0.029	0.0354	0.0171	0.0171	0.0085	0.1391	-0.0053	-0.0099	0.0634	0.0435	-0.0478	-0.0359	-0.025	-0.025	-0.0882	-0.0981	-0.0835	-0.0995	0.1181	0.1181	-0.0468	-0.0468	-0.0741	-0.0741
GENIE-MSK-P-0009924-T01-IM5	0.0221	0.0221	0.0268	0.0268	0.0539	0.0539	-0.0249	-0.0605	-0.0074	-0.0064	-0.0064	-1e-04	-1e-04	0.0111	0.0111	0.035	0.0546	0.0183	0.0183	0.0146	-0.0098	-0.0015	0.0434	7e-04	7e-04	0.0134	0.0134	-0.0643	-0.0643	0.0643	0.0642	-0.0411	-0.0411	-0.0598	-0.0598	0.0132	0.0132	0.0133	0.0133	-0.0034	-0.0034
GENIE-MSK-P-0009944-T01-IM5	0.1573	0.1573	0.0768	0.0768	-0.2885	0.1332	0.1341	-0.3114	0.1521	-0.3736	-0.3736	0.172	0.172	0.1127	0.1127	0.0966	0.0966	-0.3664	0.5087	0.1229	0.1229	0.7748	0.1516	0.1641	0.1641	-0.3451	-0.3451	-0.3791	-0.3791	0.0911	0.0911	0.1483	-0.343	0.1506	0.1506	0.3766	0.3766	-0.3862	-0.3862	-0.1101	-0.1101
GENIE-MSK-P-0009950-T01-IM5	0.0079	0.0079	-0.0861	-0.0861	0.0087	0.0087	-0.0861	0.0584	0.0874	-0.0389	-0.0389	-0.054	-0.054	0.0552	0.0552	0.0841	0.0841	0.0746	0.0746	0.0948	0.0948	-0.0189	-0.0515	0.0372	0.0372	0.0791	0.0791	0.0014	0.0014	0.0253	0.0253	0.094	0.094	0.1718	0.1718	0.2131	0.2131	0.0395	0.0395	-0.0477	-0.0477
GENIE-MSK-P-0009959-T01-IM5	0.0555	0.049	0.0505	0.0505	0.0701	0.0701	0.0013	-0.1347	0.0425	0.1517	0.1517	0.0742	0.0811	-0.0213	-0.0213	-0.1049	0.1337	-0.199	0.6792	0.0319	0.0319	-0.1726	0.1272	0.0727	0.0066	-0.264	0.0077	0.0381	0.0148	-0.0201	0.0563	-0.0486	-0.2095	0.0355	0.0355	0.0121	0.038	-0.2994	-0.2145	-0.0465	0.2337
GENIE-MSK-P-0009969-T01-IM5	-0.0142	-0.0129	0.0117	0.0117	-0.0069	-0.0069	-0.0021	-0.0639	0.095	0.0878	0.0878	-0.061	0.0169	-0.1353	-0.1353	0.1735	0.1592	-0.0265	-0.0269	0.2178	0.2178	-0.0444	0.0359	0.0281	-0.0084	-0.0292	0.0075	-0.0332	-0.0332	0.0967	0.0967	-0.0896	-0.1691	-0.0194	-0.0421	0.0551	0.2467	-0.0743	-0.0742	-0.0013	-0.0506
